"name","full_name","url","description"
"gogs","gogits/gogs","https://github.com/gogits/gogs.git","Gogs is a painless self-hosted Git service."
"wasm-rust-chip8","ColinEberhardt/wasm-rust-chip8","https://github.com/ColinEberhardt/wasm-rust-chip8.git","A WebAssembly CHIP-8 emulator written with Rust"
"StarfallNight","tomooda/StarfallNight","https://github.com/tomooda/StarfallNight.git","a game"
"oberonc","lboasso/oberonc","https://github.com/lboasso/oberonc.git","An Oberon-07 compiler for the JVM"
"pytudes","norvig/pytudes","https://github.com/norvig/pytudes.git","Python programs to practice or demonstrate skills."
"jsrl","slashman/jsrl","https://github.com/slashman/jsrl.git","JavaScript Roguelike Boilerplate - The basic to start building your own"
"VoxelSpace","s-macke/VoxelSpace","https://github.com/s-macke/VoxelSpace.git","Terrain rendering algorithm in less than 20 lines of code"
"ascii_art","symisc/ascii_art","https://github.com/symisc/ascii_art.git","Real-Time ASCII Art Rendering Library"
"vis","martanne/vis","https://github.com/martanne/vis.git","A vi-like editor based on Plan 9's structural regular expressions"
"tv","daleroberts/tv","https://github.com/daleroberts/tv.git","Quickly view (satellite) imagery directly in your terminal using Unicode 9.0 characters and true color."
"d3graphTheory","mrpandey/d3graphTheory","https://github.com/mrpandey/d3graphTheory.git","Interactive webapp meant to be used as graph theory tutorials."
"mc6809","spc476/mc6809","https://github.com/spc476/mc6809.git","A Motorola 6809 emulator library---include a MC6809 in your application!"
"c4","rswier/c4","https://github.com/rswier/c4.git","C in four functions"
"z80","tjmerritt/z80","https://github.com/tjmerritt/z80.git","Parag Patel's Z80 Emulator"
"tinyvm","jakogut/tinyvm","https://github.com/jakogut/tinyvm.git","TinyVM is a small, fast, lightweight virtual machine written in pure ANSI C."
"Oberon-no-access-to-intermediate-objects","andreaspirklbauer/Oberon-no-access-to-intermediate-objects","https://github.com/andreaspirklbauer/Oberon-no-access-to-intermediate-objects.git","Modified Oberon-07 compiler that disallows access to intermediate variables, constants and types within nested scopes, but allows calling intermediate procedures from nested scopes."
"bitwise","pervognsen/bitwise","https://github.com/pervognsen/bitwise.git","Bitwise is an educational project where we create the software/hardware stack for a computer from scratch."
"ntutils","tenox7/ntutils","https://github.com/tenox7/ntutils.git","Various utils ported to Windows NT"
"SierraDeathGenerator","foone/SierraDeathGenerator","https://github.com/foone/SierraDeathGenerator.git","Generate death screens from Sierra games"
"a2d","inexorabletash/a2d","https://github.com/inexorabletash/a2d.git","Disassembly of the Apple II Desktop"
"ZGB","Zal0/ZGB","https://github.com/Zal0/ZGB.git","A little engine for creating games for the Game Boy and Game Boy Color"
"chess","miketmoore/chess","https://github.com/miketmoore/chess.git","The game of Chess"
"raylib-go","gen2brain/raylib-go","https://github.com/gen2brain/raylib-go.git","Go bindings for raylib, a simple and easy-to-use library to learn videogames programming."
"apl","ngn/apl","https://github.com/ngn/apl.git","an ancient programming language adapted to a JavaScript-dominated world"
"jace","badvision/jace","https://github.com/badvision/jace.git","Java Apple Computer Emulator"
"lawless-legends","badvision/lawless-legends","https://github.com/badvision/lawless-legends.git","Open-source code and assets from Lawless Legends and its supporting tools"
"vipercard","downpoured/vipercard","https://github.com/downpoured/vipercard.git","An open source rewrite of 1987's HyperCard"
"minmad","aligrudi/minmad","https://github.com/aligrudi/minmad.git","A small libmad/oss mp3 player"
"neatcc_make","aligrudi/neatcc_make","https://github.com/aligrudi/neatcc_make.git","Neatcc top-level makefile"
"neatcc","aligrudi/neatcc","https://github.com/aligrudi/neatcc.git","A small arm/x86(-64) C compiler"
"neatlibc","aligrudi/neatlibc","https://github.com/aligrudi/neatlibc.git","A small arm/x86(-64) libc"
"fbff","aligrudi/fbff","https://github.com/aligrudi/fbff.git","A small ffmpeg-based framebuffer media player"
"gpss","aligrudi/gpss","https://github.com/aligrudi/gpss.git","General Position Subset Selection Algorithms"
"aligrudi.github.io","aligrudi/aligrudi.github.io","https://github.com/aligrudi/aligrudi.github.io.git",""
"neatld","aligrudi/neatld","https://github.com/aligrudi/neatld.git","A simple ARM/x86(_64) static linker"
"neateqn","aligrudi/neateqn","https://github.com/aligrudi/neateqn.git","An eqn preprocessor for Neatroff"
"neatrefer","aligrudi/neatrefer","https://github.com/aligrudi/neatrefer.git","A refer preprocessor for neatroff"
"tsvm","aligrudi/tsvm","https://github.com/aligrudi/tsvm.git","TSLANG Intermediate Code Virtual Machine"
"dblp","aligrudi/dblp","https://github.com/aligrudi/dblp.git","Convert DBLP search results to refer records"
"neatroff_ths","aligrudi/neatroff_ths","https://github.com/aligrudi/neatroff_ths.git","Neatroff macro package for writing a Farsi thesis"
"fbpdf","aligrudi/fbpdf","https://github.com/aligrudi/fbpdf.git","A small framebuffer pdf, djvu, epub, xps, and cbz viewer"
"neatvi","aligrudi/neatvi","https://github.com/aligrudi/neatvi.git","A small vi/ex editor for editing bidirectional UTF-8 text"
"fbpad","aligrudi/fbpad","https://github.com/aligrudi/fbpad.git","A small Linux framebuffer virtual terminal"
"neatmail","aligrudi/neatmail","https://github.com/aligrudi/neatmail.git","A text-mode mail client"
"neatroff_make","aligrudi/neatroff_make","https://github.com/aligrudi/neatroff_make.git","Neatroff top-level makefile"
"chth","aligrudi/chth","https://github.com/aligrudi/chth.git","Challenging Thursdays Contest Judge"
"neatroff","aligrudi/neatroff","https://github.com/aligrudi/neatroff.git","Neatroff troff clone"
"neatmkfn","aligrudi/neatmkfn","https://github.com/aligrudi/neatmkfn.git","Generate font descriptions for Neatroff"
"neatpost","aligrudi/neatpost","https://github.com/aligrudi/neatpost.git","Neatroff's postscript postprocessor"
"kilo-tutorial","snaptoken/kilo-tutorial","https://github.com/snaptoken/kilo-tutorial.git","build your own text editor"
"ShivyC","ShivamSarodia/ShivyC","https://github.com/ShivamSarodia/ShivyC.git","C compiler created in Python."
"DuinoMite","OLIMEX/DuinoMite","https://github.com/OLIMEX/DuinoMite.git","Open Source Open Hardware Single Board BASIC computer"
"gigatron-rom","kervinck/gigatron-rom","https://github.com/kervinck/gigatron-rom.git","System, embedded apps and tooling for Gigatron"
"hecate","evanmiller/hecate","https://github.com/evanmiller/hecate.git","The Hex Editor From Hell!"
"termbox","nsf/termbox","https://github.com/nsf/termbox.git","Library for writing text-based user interfaces"
"gocui","jroimartin/gocui","https://github.com/jroimartin/gocui.git","Minimalist Go package aimed at creating Console User Interfaces."
"bed","itchyny/bed","https://github.com/itchyny/bed.git","Binary editor written in Go"
"strife-ve","NightDiveStudios/strife-ve","https://github.com/NightDiveStudios/strife-ve.git","Strife Veteran Edition GPL Source Release"
"shockmac","NightDiveStudios/shockmac","https://github.com/NightDiveStudios/shockmac.git","System Shock (PowerMac version / Official GPL Release)"
"traintracks","thechriswalker/traintracks","https://github.com/thechriswalker/traintracks.git","The Saturday Times Train Tracks Puzzle Solver"
"euler","cgmb/euler","https://github.com/cgmb/euler.git","An ASCII art fluid simulator"
"EliteDX","Kroc/EliteDX","https://github.com/Kroc/EliteDX.git","Attempt at disassembling the Commodore 64 port of the seminal space-sim Elite, by Ian Bell / David Braben"
"objfw","Midar/objfw","https://github.com/Midar/objfw.git","[Official Mirror] A portable framework for the Objective-C language."
"cocotron","cjwl/cocotron","https://github.com/cjwl/cocotron.git","The Cocotron"
"figurine","arsham/figurine","https://github.com/arsham/figurine.git","Print your name in style"
"yaft","uobikiemukot/yaft","https://github.com/uobikiemukot/yaft.git","yet another framebuffer terminal"
"keen","marcel303/keen","https://github.com/marcel303/keen.git","Keen Dreams port using SDL"
"pyxel","kitao/pyxel","https://github.com/kitao/pyxel.git","A retro game development environment in Python"
"gbforth","ams-hackers/gbforth","https://github.com/ams-hackers/gbforth.git","A Forth-based Game Boy development kit"
"chips-test","floooh/chips-test","https://github.com/floooh/chips-test.git","Tests and sample code for https://github.com/floooh/chips"
"vim-orgmode","jceb/vim-orgmode","https://github.com/jceb/vim-orgmode.git","Text outlining and task management for Vim based on Emacs' Org-Mode"
"go.vm","skx/go.vm","https://github.com/skx/go.vm.git","A simple virtual machine - compiler & interpreter - written in golang"
"sam","exploser/sam","https://github.com/exploser/sam.git","SAM: Software Automatic Mouth (Ported from https://github.com/vidarh/SAM)"
"cool-retro-term","Swordfish90/cool-retro-term","https://github.com/Swordfish90/cool-retro-term.git","A good looking terminal emulator which mimics the old cathode display..."
"devilution","diasurgical/devilution","https://github.com/diasurgical/devilution.git","Diablo devolved - magic behind the 1996 computer game"
"runeHunter","Bozar/runeHunter","https://github.com/Bozar/runeHunter.git","A coffee break roguelike game written in JS. Explore the dungeon, collect 3 runes and escape alive."
"Cuis-Smalltalk-Chip8","thiagoslino/Cuis-Smalltalk-Chip8","https://github.com/thiagoslino/Cuis-Smalltalk-Chip8.git","Yet Another Chip 8 Emulator"
"raspberry-pi-os","s-matyukevich/raspberry-pi-os","https://github.com/s-matyukevich/raspberry-pi-os.git","Learning operating system development using Linux kernel and Raspberry Pi"
"coffee-gb","trekawek/coffee-gb","https://github.com/trekawek/coffee-gb.git","Gameboy emulator in Java 8."
"Sim2600","gregjames/Sim2600","https://github.com/gregjames/Sim2600.git","Visual6502.org transistor-level simulation of the Atari 2600 game console"
"rgba_tbc_elevated_source","in4k/rgba_tbc_elevated_source","https://github.com/in4k/rgba_tbc_elevated_source.git","Elevated by Rgba & TBC, winner 4k of Breakpoint 2009"
"Compiler","DigitalMars/Compiler","https://github.com/DigitalMars/Compiler.git",""
"libui","andlabs/libui","https://github.com/andlabs/libui.git","Simple and portable (but not inflexible) GUI library in C that uses the native GUI technologies of each platform it supports."
"ObjFW","ObjFW/ObjFW","https://github.com/ObjFW/ObjFW.git","[Official Mirror] A portable framework for the Objective-C language."
"dotfiles","Parth/dotfiles","https://github.com/Parth/dotfiles.git",""
"Minima","Feneric/Minima","https://github.com/Feneric/Minima.git","Minima is an homage to the 8-bit Ultima games (especially Ultima II - Ultima V) written in the PICO-8 environment."
"IvoTetris","ivailop7/IvoTetris","https://github.com/ivailop7/IvoTetris.git","A Simple Tetris Game, as I learn TypeScript & Angular"
"lazygit","jesseduffield/lazygit","https://github.com/jesseduffield/lazygit.git","simple terminal UI for git commands"
"Pico8-Sokoban-Framework","Woj-Rak/Pico8-Sokoban-Framework","https://github.com/Woj-Rak/Pico8-Sokoban-Framework.git","Pico 8 Sokoban Game Framework"
"A2OS","metacore/A2OS","https://github.com/metacore/A2OS.git","Unofficial mirror of the ETH A2 repsitory"
"A2Community","metacore/A2Community","https://github.com/metacore/A2Community.git","Unofficial mirror of the Oberon Community Repository"
"B5500-software","retro-software/B5500-software","https://github.com/retro-software/B5500-software.git","Common source code repository for emulators of the Burroughs B5500 computer system."
"retro-b5500","pkimpel/retro-b5500","https://github.com/pkimpel/retro-b5500.git","Web-based emulator and operating environment for the Burroughs B5500 computer system."
"its","PDP-10/its","https://github.com/PDP-10/its.git","Incompatible Timesharing System"
"MS-DOS","Microsoft/MS-DOS","https://github.com/Microsoft/MS-DOS.git","The original sources of MS-DOS 1.25 and 2.0, for reference purposes"
"strife","felixangell/strife","https://github.com/felixangell/strife.git","a simple 2d game framework"
"os-tutorial","cfenollosa/os-tutorial","https://github.com/cfenollosa/os-tutorial.git","How to create an OS from scratch"
"EightBit-Atari-Fonts","ChoccyHobNob/EightBit-Atari-Fonts","https://github.com/ChoccyHobNob/EightBit-Atari-Fonts.git","Fonts generated from original bitmaps from Atari 8bit computers"
"frescobaldi","wbsoft/frescobaldi","https://github.com/wbsoft/frescobaldi.git","Frescobaldi LilyPond Editor"
"LilyBin","LilyBin/LilyBin","https://github.com/LilyBin/LilyBin.git","Web-based LilyPond editor."
"hacklily","hacklily/hacklily","https://github.com/hacklily/hacklily.git","A web-based sheet music editor and publishing platform."
"dwitter","lionleaf/dwitter","https://github.com/lionleaf/dwitter.git","Social network for short js demos"
"wwwbasic","google/wwwbasic","https://github.com/google/wwwbasic.git"," WWWBasic is an implementation of BASIC (Beginner's All-purpose Symbolic Instruction Code) designed to be easy to run on the Web."
"ptp2bin","pneubauer/ptp2bin","https://github.com/pneubauer/ptp2bin.git","Convert the ITS CROSS assembler PTP file to an Apple II disk image"
"twisty-polyhedra","aditya-r-m/twisty-polyhedra","https://github.com/aditya-r-m/twisty-polyhedra.git","3D Twisty puzzles built on JavaScript"
"Rubiks-Cube","aditya-r-m/Rubiks-Cube","https://github.com/aditya-r-m/Rubiks-Cube.git","Emulator and solver algorithm for Rubik's cube of any size"
"9cc","rui314/9cc","https://github.com/rui314/9cc.git","A Small C Compiler"
"8cc","rui314/8cc","https://github.com/rui314/8cc.git","A Small C Compiler"
"pcgeos","bluewaysw/pcgeos","https://github.com/bluewaysw/pcgeos.git","#FreeGEOS source codes. The offical home of the PC/GEOS operating system technology. For personal computing fans. For all developers and assembly lovers. For YOU!"
"goawk","benhoyt/goawk","https://github.com/benhoyt/goawk.git","GoAWK: an AWK interpreter written in Go"
"delve","derekparker/delve","https://github.com/derekparker/delve.git","Delve is a debugger for the Go programming language."
"UnderworldExporter","hankmorgan/UnderworldExporter","https://github.com/hankmorgan/UnderworldExporter.git","Updated Release 27th Oct 2018 Unity based port of Ultima Underworld I and II. Download under releases"
"webtty","maxmcd/webtty","https://github.com/maxmcd/webtty.git","Share a terminal session over WebRTC"
"goboy","Humpheh/goboy","https://github.com/Humpheh/goboy.git","Multi-platform Nintendo Game Boy Color emulator written in Go"
"CrazeeRiderBBC","KevEdwards/CrazeeRiderBBC","https://github.com/KevEdwards/CrazeeRiderBBC.git","Crazee Rider - BBC Micro"
"OUP-M","option8/OUP-M","https://github.com/option8/OUP-M.git","Source for OUP/M - a CP/M-like operating system for 6502"
"tiny-optimising-compiler","bollu/tiny-optimising-compiler","https://github.com/bollu/tiny-optimising-compiler.git","A tiny *optimising* compiler for an imperative programming language written in haskell"
"OpenDUNE","OpenDUNE/OpenDUNE","https://github.com/OpenDUNE/OpenDUNE.git","DUNE, REINVENTED"
"interim","mntmn/interim","https://github.com/mntmn/interim.git","The Interim Operating System"
"fastbasic","dmsc/fastbasic","https://github.com/dmsc/fastbasic.git","FastBasic - Fast BASIC interpreter for the Atari 8-bit computers"
"lc3-vm","justinmeiners/lc3-vm","https://github.com/justinmeiners/lc3-vm.git","Write your own virtual machine for the LC-3 computer!"
"algorithms","jeffgerickson/algorithms","https://github.com/jeffgerickson/algorithms.git","Bug-tracking for Jeff's algorithms book, notes, etc."
"WebGL-Automata","SyntheticSearchSpace/WebGL-Automata","https://github.com/SyntheticSearchSpace/WebGL-Automata.git","A JS / WebGL Cellular Automata engine"
"Forth-CS-101","Martin-H1/Forth-CS-101","https://github.com/Martin-H1/Forth-CS-101.git","Random assortment of Forth programs that solve CS 101 sort of problems."
"cforthu","pahihu/cforthu","https://github.com/pahihu/cforthu.git","C-FORTH by Allan Pratt."
"vim-instant-markdown","suan/vim-instant-markdown","https://github.com/suan/vim-instant-markdown.git","Instant Markdown previews from VIm!"
"functional-programming-jargon","hemanth/functional-programming-jargon","https://github.com/hemanth/functional-programming-jargon.git","Jargon from the functional programming world in simple terms!"
"easyforth","skilldrick/easyforth","https://github.com/skilldrick/easyforth.git","Learn Forth!"
"Craft","fogleman/Craft","https://github.com/fogleman/Craft.git","A simple Minecraft clone written in C using modern OpenGL (shaders)."
"Space-Raid","nanochess/Space-Raid","https://github.com/nanochess/Space-Raid.git","Space Raid game for Atari VCS/2600"
"TaliForth","scotws/TaliForth","https://github.com/scotws/TaliForth.git","A Subroutine Threaded Code (STC) ANSI-like Forth for the 65c02"
"mu","akkartik/mu","https://github.com/akkartik/mu.git","Soul of a tiny new machine. Track side effects in assembly language → More thorough tests → More malleable and rewrite-friendly software."
"bootstrap","mmastrac/bootstrap","https://github.com/mmastrac/bootstrap.git","Bootstrapping VM for bare metal to trusted C compilation"
"csbwin_for_linux","velnias75/csbwin_for_linux","https://github.com/velnias75/csbwin_for_linux.git","Chaos Strikes Back for Linux"
"mu","mu-editor/mu","https://github.com/mu-editor/mu.git","A small, simple editor for beginner Python programmers. Written in Python and Qt5."
"thinglab","cdglabs/thinglab","https://github.com/cdglabs/thinglab.git","Alan Borning's graphical constraint solver from the late 70s, running on our Smalltalk-78 JavaScript VM."
"ZeldaClassic","ArmageddonGames/ZeldaClassic","https://github.com/ArmageddonGames/ZeldaClassic.git","Zelda Classic is a game and editing tool that let you create custom Legend of Zelda quests."
"9hist","0intro/9hist","https://github.com/0intro/9hist.git","History of the Plan 9 kernel (1990 - 2003)"
"BassoonTracker","steffest/BassoonTracker","https://github.com/steffest/BassoonTracker.git","Webbased old-school Amiga music tracker in plain old javascript - Plays and edits Amiga Mod files and FastTracker XM files"
"dod","heisencoder/dod","https://github.com/heisencoder/dod.git","Dungeons of Daggorath"
"third","benhoyt/third","https://github.com/benhoyt/third.git","Third, a small Forth compiler for 8086 DOS"
"AquaAndAshes","InvisibleUp/AquaAndAshes","https://github.com/InvisibleUp/AquaAndAshes.git","A Gameboy homebrew title."
"qengine","klaussilveira/qengine","https://github.com/klaussilveira/qengine.git","Retro game engine for developers that enjoy creating games like it's 1997."
"ncc","gnuless/ncc","https://github.com/gnuless/ncc.git","a 64-bit C compiler (and preprocessor, assembler, linker, etc.) for AMD64"
"reveal.js","hakimel/reveal.js","https://github.com/hakimel/reveal.js.git","The HTML Presentation Framework"
"hexyl","sharkdp/hexyl","https://github.com/sharkdp/hexyl.git","A command-line hex viewer"
"markdeck","arnehilmann/markdeck","https://github.com/arnehilmann/markdeck.git","presentations as code - author cool slide decks, text-only, offline-ready, collaborative"
"8bitworkshop","sehugg/8bitworkshop","https://github.com/sehugg/8bitworkshop.git","web-based IDE for 8-bit retro consoles like Atari 2600"
"awesome-gbdev","gbdev/awesome-gbdev","https://github.com/gbdev/awesome-gbdev.git","A curated list of Game Boy development resources such as tools, docs, emulators, related projects and open-source ROMs."
"plops","mrspeaker/plops","https://github.com/mrspeaker/plops.git","Plops! for the Atari 2600"
"fpg1","hrvach/fpg1","https://github.com/hrvach/fpg1.git","PDP-1 FPGA implementation in Verilog, with CRT, Teletype and Console."
"OpenLara","XProger/OpenLara","https://github.com/XProger/OpenLara.git","Classic Tomb Raider open-source engine"
"xash3d","FWGS/xash3d","https://github.com/FWGS/xash3d.git","Xash3D FWGS Engine. Fork of Xash3D. Stable in ""master"" branch."
"1991","urlysses/1991","https://github.com/urlysses/1991.git","A server-side web framework written in Forth."
"wesnoth","wesnoth/wesnoth","https://github.com/wesnoth/wesnoth.git","An open source, turn-based strategy game with a high fantasy theme. It features both singleplayer and online/hotseat multiplayer combat."
"wolf4sdl","mozzwald/wolf4sdl","https://github.com/mozzwald/wolf4sdl.git","Wolfenstein 3D for SDL (Zipit Z2 Port)"
"chocolate-doom","chocolate-doom/chocolate-doom","https://github.com/chocolate-doom/chocolate-doom.git","Chocolate Doom is a Doom source port that is minimalist and historically accurate."
"anagramarama","Anagramarama/anagramarama","https://github.com/Anagramarama/anagramarama.git","A multi-platform, multi-lingual anagram finding game."
"gbatris","jtsiomb/gbatris","https://github.com/jtsiomb/gbatris.git","Tetris for the GameBoy Advance"
"LISP","krig/LISP","https://github.com/krig/LISP.git","My attempt at implementing the original LISP paper while learning lisp. Nothing special, mostly posted as a homage to McCarthy."
"squeam","darius/squeam","https://github.com/darius/squeam.git","Yes, another Scheme dialect"
"paip-lisp","norvig/paip-lisp","https://github.com/norvig/paip-lisp.git","Lisp code for the textbook ""Paradigms of Artificial Intelligence Programming"""
"XC-BASIC","neilsf/XC-BASIC","https://github.com/neilsf/XC-BASIC.git","A compiling BASIC dialect for the Commodore-64"
"write-yourself-a-git","thblt/write-yourself-a-git","https://github.com/thblt/write-yourself-a-git.git","Learn Git by reimplementing it from scratch"
"esp8266_game_engine","corax89/esp8266_game_engine","https://github.com/corax89/esp8266_game_engine.git","Used ili9341. Contains a virtual machine running games from RAM."
"GPBB","othieno/GPBB","https://github.com/othieno/GPBB.git","Graphics Programming Black Book by Michael Abrash."
"x86-bare-metal-examples","cirosantilli/x86-bare-metal-examples","https://github.com/cirosantilli/x86-bare-metal-examples.git","Dozens of minimal operating systems to learn x86 system programming. Tested on Ubuntu 17.10 host in QEMU 2.10 and real hardware. Userland cheat at: https://github.com/cirosantilli/x86-assembly-cheat ARM baremetal setup at: https://github.com/cirosantilli/linux-kernel-module-cheat#baremetal-setup"
"forth-cpu","howerj/forth-cpu","https://github.com/howerj/forth-cpu.git","A Forth CPU and System on a Chip, based on the J1, written in VHDL"
"tinytetris","taylorconor/tinytetris","https://github.com/taylorconor/tinytetris.git","80x23 terminal tetris!"
"serenity","awesomekling/serenity","https://github.com/awesomekling/serenity.git","Serenity Operating System (x86)"
"cat-o-licious","fiorix/cat-o-licious","https://github.com/fiorix/cat-o-licious.git","Cat game written in Go"
"pacman128.github.io","pacman128/pacman128.github.io","https://github.com/pacman128/pacman128.github.io.git","Github site"
"pcasm","pacman128/pcasm","https://github.com/pacman128/pcasm.git","PC Assembly language book"
"littlesmalltalk","kyle-github/littlesmalltalk","https://github.com/kyle-github/littlesmalltalk.git","Little Smalltalk fork"
"zork1","historicalsource/zork1","https://github.com/historicalsource/zork1.git","Zork I (Microcomputer Version) by Infocom"
"citybound","citybound/citybound","https://github.com/citybound/citybound.git","A work-in-progress, open-source, multi-player city simulation game."
"drawio","jgraph/drawio","https://github.com/jgraph/drawio.git","Source to www.draw.io"
"mxgraph","jgraph/mxgraph","https://github.com/jgraph/mxgraph.git","mxGraph is a fully client side JavaScript diagramming library"
"mathics.github.io","mathics/mathics.github.io","https://github.com/mathics/mathics.github.io.git","Mathics home page"
"Mathics","mathics/Mathics","https://github.com/mathics/Mathics.git","a general-purpose computer algebra system"
"libesphttpd","PocketSprite/libesphttpd","https://github.com/PocketSprite/libesphttpd.git","libesphttpd fork for the PocketSprite chooser"
"UGUI","PocketSprite/UGUI","https://github.com/PocketSprite/UGUI.git","µGUI - Open Source GUI module for embedded systems"
"8bkc-gnuboy","PocketSprite/8bkc-gnuboy","https://github.com/PocketSprite/8bkc-gnuboy.git","Gnuboy port to the PocketSprite"
"8bkc-nofrendo","PocketSprite/8bkc-nofrendo","https://github.com/PocketSprite/8bkc-nofrendo.git","NoFrendo (NES/Famicom emulator) port to the PocketSprite. Warning: incomplete and unsupported."
"open-roms","MEGA65/open-roms","https://github.com/MEGA65/open-roms.git","A project to create unencumbered open-source ROMs for use on selected retro computers"
"tasm6801","gregdionne/tasm6801","https://github.com/gregdionne/tasm6801.git","Simple TASM-like cross assembler for the Motorola 6801/6803 processor"
"chess-brawler","seanoneillcode/chess-brawler","https://github.com/seanoneillcode/chess-brawler.git","ld41 action chess"
"Ray-Marching","SebLague/Ray-Marching","https://github.com/SebLague/Ray-Marching.git",""
"elite-harmless","Kroc/elite-harmless","https://github.com/Kroc/elite-harmless.git","Disassembly (CA65) of the Commodore 64 port of the seminal space-sim Elite, by Ian Bell / David Braben."
"surge","surge-synthesizer/surge","https://github.com/surge-synthesizer/surge.git","Synthesizer plug-in (previously released as Vember Audio Surge)"
"MCL","binghe/MCL","https://github.com/binghe/MCL.git","Macintosh Common Lisp 6"
"WebGL-Fluid-Simulation","PavelDoGreat/WebGL-Fluid-Simulation","https://github.com/PavelDoGreat/WebGL-Fluid-Simulation.git","Play with fluids in your browser (works even on mobile)"
"Altered-Beast","milkeybabes/Altered-Beast","https://github.com/milkeybabes/Altered-Beast.git","Source code for Altered Beast on the C64"
"Rampage","milkeybabes/Rampage","https://github.com/milkeybabes/Rampage.git","Rampage source code for C64 Computer"
"Atomic-Robokid","milkeybabes/Atomic-Robokid","https://github.com/milkeybabes/Atomic-Robokid.git","C64 Source Code to Atomic Robokid"
"esp32-nesemu","moononournation/esp32-nesemu","https://github.com/moononournation/esp32-nesemu.git","Proof-of-concept NES emulator for the ESP32"
"ozmoo","johanberntsson/ozmoo","https://github.com/johanberntsson/ozmoo.git","A Z-machine interpreter for the Commodore 64"
"gebbdoom","fabiensanglard/gebbdoom","https://github.com/fabiensanglard/gebbdoom.git","Game Engine Black Book: Doom"
"gebbwolf3","fabiensanglard/gebbwolf3","https://github.com/fabiensanglard/gebbwolf3.git","Book about wolfenstein 3D"
"emu-chip-8","geaz/emu-chip-8","https://github.com/geaz/emu-chip-8.git","A CHIP-8 emulator written in C++"
"x16-emulator","commanderx16/x16-emulator","https://github.com/commanderx16/x16-emulator.git","Emulator for the Commander X16 8-bit computer"
"x16-rom","commanderx16/x16-rom","https://github.com/commanderx16/x16-rom.git",""
"x16-docs","commanderx16/x16-docs","https://github.com/commanderx16/x16-docs.git","Commander X16 Documentation (CC BY-SA)"
"BASIC","drparker48/BASIC","https://github.com/drparker48/BASIC.git","My efforts at programming for vintage machines such as the ZX Spectrum and Commodore 64"
"Ashgard-Keep","cyberfilth/Ashgard-Keep","https://github.com/cyberfilth/Ashgard-Keep.git","A Godot roguelike"
"dc.js","dc-js/dc.js","https://github.com/dc-js/dc.js.git","Multi-Dimensional charting built to work natively with crossfilter rendered with d3.js"
"Mad-Pascal","tebe6502/Mad-Pascal","https://github.com/tebe6502/Mad-Pascal.git",""
"mapscii","rastapasta/mapscii","https://github.com/rastapasta/mapscii.git","🗺  MapSCII is a Braille & ASCII world map renderer for your console - enter => telnet mapscii.me <= on Mac and Linux, connect with PuTTY on Windows"
"r216-forth","siraben/r216-forth","https://github.com/siraben/r216-forth.git","A Forth implementation for the R216K8B Powder Toy computer."
"DeluxePaint","historicalsource/DeluxePaint","https://github.com/historicalsource/DeluxePaint.git","DeluxePaint/DPaint original 1986 amiga source code; Includes manual book and reference card pdfs for DPaint 1"
"ppengine","jonathanopalise/ppengine","https://github.com/jonathanopalise/ppengine.git","3D remake of Atari's Pole Position coin-op, using game logic reverse engineered from the arcade ROMs"
"Squally","Squalr/Squally","https://github.com/Squalr/Squally.git","2D Platformer Game for Teaching Game Hacking - C++/cocos2d-x"
"RetroESP32","retro-esp32/RetroESP32","https://github.com/retro-esp32/RetroESP32.git","Official Retro ESP32 Release Repository - Odroid Go Launcher"
"ultimate-go","hoanhan101/ultimate-go","https://github.com/hoanhan101/ultimate-go.git","Ultimate Go study guide, with heavily documented code and programs analysis all in 1 place"
"learn-go-with-tests","quii/learn-go-with-tests","https://github.com/quii/learn-go-with-tests.git","Learn Go with test-driven development"
"peforth","hcchengithub/peforth","https://github.com/hcchengithub/peforth.git","A programmable Python debugger using FORTH syntax"
"forth-notebooks","uho/forth-notebooks","https://github.com/uho/forth-notebooks.git","Forth Literate Programming with IPython notebook"
"daad","daad-adventure-writer/daad","https://github.com/daad-adventure-writer/daad.git","The official DAAD repository, a multi-machine adventure writer for classic 8-bit / 16-bit systems."
"SMWDisC","gnaghi/SMWDisC","https://github.com/gnaghi/SMWDisC.git","Super Mario World disassembly"
"pokered","pret/pokered","https://github.com/pret/pokered.git","disassembly of Pokémon Red/Blue"
"Invaders","nanochess/Invaders","https://github.com/nanochess/Invaders.git","Invaders game in 512 bytes (boot sector)"
"TileGameMaker","FernandoAiresCastello/TileGameMaker","https://github.com/FernandoAiresCastello/TileGameMaker.git","Toolkit for pseudo-8-bit tile-based game creation"
"g-fu","codr7/g-fu","https://github.com/codr7/g-fu.git","Lisp to Go"
"SmallerC","alexfru/SmallerC","https://github.com/alexfru/SmallerC.git","Simple C compiler"
"RigelEngine","lethal-guitar/RigelEngine","https://github.com/lethal-guitar/RigelEngine.git","A modern re-implementation of the classic DOS game Duke Nukem II"
"scc","adamsch1/scc","https://github.com/adamsch1/scc.git","C Compiler hacking - starting with Small-C by Ron Cain"
"tinyasm","nanochess/tinyasm","https://github.com/nanochess/tinyasm.git","Tiny assembler for 8086/8088, able to run over DOS for 8086/8088 machines."
"HEAD","joshbuchea/HEAD","https://github.com/joshbuchea/HEAD.git","🗿 A list of everything that *could* go in the head of your document"
